Notes	Month	Month Code	Residence State	Residence State Code	Deaths	Population	Crude Rate
	"Feb., 2018"	2018/02	Wisconsin	55	92	Not Applicable	Not Applicable
Total	"Feb., 2018"	2018/02			5244	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Alabama	1	76	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Arizona	4	148	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Arkansas	5	45	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	California	6	440	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Colorado	8	87	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Connecticut	9	108	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Delaware	10	37	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	District of Columbia	11	20	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Florida	12	357	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Georgia	13	152	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Hawaii	15	18	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Idaho	16	24	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Illinois	17	239	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Indiana	18	147	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Iowa	19	24	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Kansas	20	27	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Kentucky	21	103	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Louisiana	22	117	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Maine	23	38	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Maryland	24	220	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Massachusetts	25	184	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Michigan	26	250	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Minnesota	27	59	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Mississippi	28	27	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Missouri	29	124	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Nebraska	31	17	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Nevada	32	48	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	New Hampshire	33	43	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	New Jersey	34	252	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	New Mexico	35	50	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	New York	36	295	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	North Carolina	37	174	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Ohio	39	339	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Oklahoma	40	64	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Oregon	41	46	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Pennsylvania	42	368	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Rhode Island	44	27	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	South Carolina	45	100	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Tennessee	47	153	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Texas	48	232	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Utah	49	54	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Vermont	50	13	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Virginia	51	131	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Washington	53	102	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	West Virginia	54	83	Not Applicable	Not Applicable
	"Mar., 2018"	2018/03	Wisconsin	55	102	Not Applicable	Not Applicable
Total	"Mar., 2018"	2018/03			5793	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Alabama	1	66	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Alaska	2	12	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Arizona	4	122	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Arkansas	5	31	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	California	6	427	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Colorado	8	74	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Connecticut	9	80	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Delaware	10	36	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	District of Columbia	11	37	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Florida	12	402	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Georgia	13	116	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Hawaii	15	24	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Idaho	16	25	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Illinois	17	234	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Indiana	18	143	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Iowa	19	20	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Kansas	20	28	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Kentucky	21	122	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Louisiana	22	97	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Maine	23	38	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Maryland	24	204	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Massachusetts	25	176	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Michigan	26	204	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Minnesota	27	45	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Mississippi	28	17	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Missouri	29	121	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Nebraska	31	11	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Nevada	32	55	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	New Hampshire	33	37	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	New Jersey	34	224	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	New Mexico	35	45	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	New York	36	304	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	North Carolina	37	180	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Ohio	39	302	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Oklahoma	40	60	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Oregon	41	51	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Pennsylvania	42	413	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Rhode Island	44	28	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	South Carolina	45	114	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Tennessee	47	157	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Texas	48	244	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Utah	49	57	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Virginia	51	112	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Washington	53	88	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	West Virginia	54	71	Not Applicable	Not Applicable
	"Apr., 2018"	2018/04	Wisconsin	55	66	Not Applicable	Not Applicable
Total	"Apr., 2018"	2018/04			5555	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Alabama	1	73	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Arizona	4	140	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Arkansas	5	57	Not Applicable	Not Applicable
	"May, 2018"	2018/05	California	6	406	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Colorado	8	92	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Connecticut	9	95	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Delaware	10	33	Not Applicable	Not Applicable
	"May, 2018"	2018/05	District of Columbia	11	28	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Florida	12	412	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Georgia	13	119	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Hawaii	15	10	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Idaho	16	23	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Illinois	17	232	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Indiana	18	124	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Iowa	19	26	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Kansas	20	29	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Kentucky	21	91	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Louisiana	22	101	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Maine	23	22	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Maryland	24	218	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Massachusetts	25	213	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Michigan	26	187	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Minnesota	27	52	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Mississippi	28	26	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Missouri	29	125	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Montana	30	12	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Nebraska	31	14	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Nevada	32	44	Not Applicable	Not Applicable
	"May, 2018"	2018/05	New Hampshire	33	41	Not Applicable	Not Applicable
	"May, 2018"	2018/05	New Jersey	34	260	Not Applicable	Not Applicable
	"May, 2018"	2018/05	New Mexico	35	43	Not Applicable	Not Applicable
	"May, 2018"	2018/05	New York	36	317	Not Applicable	Not Applicable
	"May, 2018"	2018/05	North Carolina	37	208	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Ohio	39	342	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Oklahoma	40	78	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Oregon	41	59	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Pennsylvania	42	397	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Rhode Island	44	29	Not Applicable	Not Applicable
	"May, 2018"	2018/05	South Carolina	45	92	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Tennessee	47	163	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Texas	48	243	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Utah	49	64	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Vermont	50	18	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Virginia	51	122	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Washington	53	98	Not Applicable	Not Applicable
	"May, 2018"	2018/05	West Virginia	54	75	Not Applicable	Not Applicable
	"May, 2018"	2018/05	Wisconsin	55	105	Not Applicable	Not Applicable
Total	"May, 2018"	2018/05			5773	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Alabama	1	54	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Arizona	4	150	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Arkansas	5	44	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	California	6	466	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Colorado	8	69	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Connecticut	9	109	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Delaware	10	32	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	District of Columbia	11	18	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Florida	12	372	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Georgia	13	126	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Hawaii	15	20	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Idaho	16	26	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Illinois	17	209	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Indiana	18	139	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Iowa	19	27	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Kansas	20	37	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Kentucky	21	108	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Louisiana	22	94	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Maine	23	31	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Maryland	24	218	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Massachusetts	25	203	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Michigan	26	223	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Minnesota	27	52	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Mississippi	28	24	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Missouri	29	146	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Montana	30	15	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Nebraska	31	12	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Nevada	32	65	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	New Hampshire	33	25	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	New Jersey	34	248	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	New Mexico	35	60	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	New York	36	317	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	North Carolina	37	217	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Ohio	39	323	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Oklahoma	40	63	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Oregon	41	48	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Pennsylvania	42	419	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Rhode Island	44	34	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	South Carolina	45	94	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Tennessee	47	142	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Texas	48	279	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Utah	49	58	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Vermont	50	10	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Virginia	51	110	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Washington	53	99	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	West Virginia	54	71	Not Applicable	Not Applicable
	"Jun., 2018"	2018/06	Wisconsin	55	88	Not Applicable	Not Applicable
Total	"Jun., 2018"	2018/06			5817	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Alabama	1	67	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Arizona	4	187	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Arkansas	5	44	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	California	6	476	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Colorado	8	95	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Connecticut	9	96	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Delaware	10	27	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	District of Columbia	11	23	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Florida	12	402	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Georgia	13	124	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Hawaii	15	19	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Idaho	16	28	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Illinois	17	246	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Indiana	18	145	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Iowa	19	22	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Kansas	20	39	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Kentucky	21	111	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Louisiana	22	83	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Maine	23	38	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Maryland	24	174	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Massachusetts	25	207	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Michigan	26	248	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Minnesota	27	56	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Mississippi	28	30	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Missouri	29	140	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Montana	30	10	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Nebraska	31	11	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Nevada	32	82	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	New Hampshire	33	53	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	New Jersey	34	236	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	New Mexico	35	50	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	New York	36	328	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	North Carolina	37	183	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Ohio	39	355	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Oklahoma	40	51	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Oregon	41	34	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Pennsylvania	42	398	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Rhode Island	44	22	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	South Carolina	45	94	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Tennessee	47	163	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Texas	48	283	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Utah	49	57	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Vermont	50	17	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Virginia	51	114	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Washington	53	99	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	West Virginia	54	73	Not Applicable	Not Applicable
	"Jul., 2018"	2018/07	Wisconsin	55	82	Not Applicable	Not Applicable
Total	"Jul., 2018"	2018/07			5940	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Alabama	1	59	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Alaska	2	11	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Arizona	4	163	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Arkansas	5	48	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	California	6	480	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Colorado	8	84	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Connecticut	9	81	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Delaware	10	46	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	District of Columbia	11	21	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Florida	12	387	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Georgia	13	115	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Hawaii	15	16	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Idaho	16	16	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Illinois	17	205	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Indiana	18	133	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Iowa	19	22	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Kansas	20	31	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Kentucky	21	129	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Louisiana	22	81	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Maine	23	31	Not Applicable	Not Applicable
	"Aug., 2018"	2018/08	Maryland	24	164	Not Applicable	Not Applicable
