Notes	Month	Month Code	Residence State	Residence State Code	Deaths	Population	Crude Rate
	"Feb., 2019"	2019/02	Missouri	29	123	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Montana	30	10	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Nebraska	31	16	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Nevada	32	55	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	New Hampshire	33	42	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	New Jersey	34	238	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	New Mexico	35	45	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	New York	36	282	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	North Carolina	37	199	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Ohio	39	297	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Oklahoma	40	40	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Oregon	41	46	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Pennsylvania	42	300	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Rhode Island	44	20	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	South Carolina	45	82	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Tennessee	47	137	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Texas	48	203	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Utah	49	46	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Vermont	50	16	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Virginia	51	122	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Washington	53	101	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	West Virginia	54	50	Not Applicable	Not Applicable
	"Feb., 2019"	2019/02	Wisconsin	55	77	Not Applicable	Not Applicable
Total	"Feb., 2019"	2019/02			5180	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Alabama	1	67	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Alaska	2	15	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Arizona	4	157	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Arkansas	5	31	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	California	6	508	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Colorado	8	83	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Connecticut	9	99	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Delaware	10	25	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	District of Columbia	11	18	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Florida	12	383	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Georgia	13	136	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Hawaii	15	19	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Idaho	16	28	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Illinois	17	209	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Indiana	18	167	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Iowa	19	25	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Kansas	20	34	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Kentucky	21	127	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Louisiana	22	89	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Maine	23	28	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Maryland	24	216	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Massachusetts	25	193	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Michigan	26	205	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Minnesota	27	53	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Mississippi	28	38	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Missouri	29	134	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Nebraska	31	20	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Nevada	32	47	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	New Hampshire	33	41	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	New Jersey	34	195	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	New Mexico	35	42	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	New York	36	319	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	North Carolina	37	224	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Ohio	39	377	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Oklahoma	40	42	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Oregon	41	54	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Pennsylvania	42	365	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Rhode Island	44	34	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	South Carolina	45	86	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Tennessee	47	176	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Texas	48	271	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Utah	49	44	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Virginia	51	132	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Washington	53	107	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	West Virginia	54	75	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Wisconsin	55	114	Not Applicable	Not Applicable
	"Mar., 2019"	2019/03	Wyoming	56	10	Not Applicable	Not Applicable
Total	"Mar., 2019"	2019/03			5887	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Alabama	1	63	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Arizona	4	129	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Arkansas	5	31	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	California	6	493	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Colorado	8	84	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Connecticut	9	87	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Delaware	10	32	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	District of Columbia	11	18	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Florida	12	429	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Georgia	13	126	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Hawaii	15	19	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Idaho	16	17	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Illinois	17	200	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Indiana	18	135	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Iowa	19	28	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Kansas	20	38	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Kentucky	21	126	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Louisiana	22	89	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Maine	23	30	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Maryland	24	205	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Massachusetts	25	170	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Michigan	26	191	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Minnesota	27	67	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Mississippi	28	27	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Missouri	29	92	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Montana	30	13	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Nevada	32	56	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	New Hampshire	33	31	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	New Jersey	34	191	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	New Mexico	35	55	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	New York	36	273	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	North Carolina	37	186	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Ohio	39	341	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Oklahoma	40	51	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Oregon	41	56	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Pennsylvania	42	363	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Rhode Island	44	25	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	South Carolina	45	85	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Tennessee	47	168	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Texas	48	255	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Utah	49	49	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Vermont	50	12	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Virginia	51	127	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Washington	53	86	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	West Virginia	54	79	Not Applicable	Not Applicable
	"Apr., 2019"	2019/04	Wisconsin	55	105	Not Applicable	Not Applicable
Total	"Apr., 2019"	2019/04			5562	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Alabama	1	71	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Alaska	2	13	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Arizona	4	151	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Arkansas	5	34	Not Applicable	Not Applicable
	"May, 2019"	2019/05	California	6	516	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Colorado	8	87	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Connecticut	9	104	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Delaware	10	43	Not Applicable	Not Applicable
	"May, 2019"	2019/05	District of Columbia	11	25	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Florida	12	392	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Georgia	13	126	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Idaho	16	19	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Illinois	17	266	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Indiana	18	145	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Iowa	19	26	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Kansas	20	37	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Kentucky	21	104	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Louisiana	22	106	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Maine	23	32	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Maryland	24	187	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Massachusetts	25	188	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Michigan	26	238	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Minnesota	27	66	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Mississippi	28	40	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Missouri	29	111	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Montana	30	11	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Nebraska	31	11	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Nevada	32	51	Not Applicable	Not Applicable
	"May, 2019"	2019/05	New Hampshire	33	28	Not Applicable	Not Applicable
	"May, 2019"	2019/05	New Jersey	34	231	Not Applicable	Not Applicable
	"May, 2019"	2019/05	New Mexico	35	57	Not Applicable	Not Applicable
	"May, 2019"	2019/05	New York	36	294	Not Applicable	Not Applicable
	"May, 2019"	2019/05	North Carolina	37	193	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Ohio	39	345	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Oklahoma	40	58	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Oregon	41	46	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Pennsylvania	42	362	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Rhode Island	44	35	Not Applicable	Not Applicable
	"May, 2019"	2019/05	South Carolina	45	84	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Tennessee	47	176	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Texas	48	265	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Utah	49	35	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Virginia	51	135	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Washington	53	94	Not Applicable	Not Applicable
	"May, 2019"	2019/05	West Virginia	54	60	Not Applicable	Not Applicable
	"May, 2019"	2019/05	Wisconsin	55	104	Not Applicable	Not Applicable
Total	"May, 2019"	2019/05			5829	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Alabama	1	75	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Alaska	2	11	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Arizona	4	140	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Arkansas	5	28	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	California	6	545	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Colorado	8	85	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Connecticut	9	119	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Delaware	10	45	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	District of Columbia	11	28	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Florida	12	446	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Georgia	13	109	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Hawaii	15	21	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Idaho	16	30	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Illinois	17	224	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Indiana	18	132	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Iowa	19	19	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Kansas	20	41	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Kentucky	21	102	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Louisiana	22	92	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Maine	23	38	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Maryland	24	192	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Massachusetts	25	187	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Michigan	26	185	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Minnesota	27	71	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Mississippi	28	42	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Missouri	29	100	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Montana	30	12	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Nebraska	31	11	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Nevada	32	49	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	New Hampshire	33	27	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	New Jersey	34	232	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	New Mexico	35	59	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	New York	36	293	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	North Carolina	37	207	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Ohio	39	352	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Oklahoma	40	58	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Oregon	41	60	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Pennsylvania	42	349	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Rhode Island	44	26	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	South Carolina	45	85	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Tennessee	47	180	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Texas	48	246	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Utah	49	50	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Virginia	51	109	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Washington	53	109	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	West Virginia	54	70	Not Applicable	Not Applicable
	"Jun., 2019"	2019/06	Wisconsin	55	85	Not Applicable	Not Applicable
Total	"Jun., 2019"	2019/06			5807	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Alabama	1	66	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Arizona	4	217	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Arkansas	5	34	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	California	6	527	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Colorado	8	92	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Connecticut	9	122	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Delaware	10	41	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	District of Columbia	11	20	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Florida	12	451	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Georgia	13	111	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Hawaii	15	19	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Idaho	16	12	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Illinois	17	232	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Indiana	18	151	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Iowa	19	37	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Kansas	20	37	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Kentucky	21	109	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Louisiana	22	91	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Maine	23	31	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Maryland	24	198	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Massachusetts	25	190	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Michigan	26	202	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Minnesota	27	73	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Mississippi	28	39	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Missouri	29	139	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Montana	30	21	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Nebraska	31	13	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Nevada	32	72	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	New Hampshire	33	24	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	New Jersey	34	249	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	New Mexico	35	59	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	New York	36	355	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	North Carolina	37	191	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	North Dakota	38	11	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Ohio	39	380	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Oklahoma	40	52	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Oregon	41	52	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Pennsylvania	42	372	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Rhode Island	44	28	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	South Carolina	45	88	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Tennessee	47	182	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Texas	48	282	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Utah	49	52	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Vermont	50	14	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Virginia	51	101	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Washington	53	112	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	West Virginia	54	86	Not Applicable	Not Applicable
	"Jul., 2019"	2019/07	Wisconsin	55	105	Not Applicable	Not Applicable
Total	"Jul., 2019"	2019/07			6162	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Alabama	1	73	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Arizona	4	176	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Arkansas	5	28	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	California	6	574	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Colorado	8	90	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Connecticut	9	137	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Delaware	10	42	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	District of Columbia	11	33	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Florida	12	420	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Georgia	13	136	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Hawaii	15	25	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Idaho	16	13	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Illinois	17	258	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Indiana	18	135	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Iowa	19	28	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Kansas	20	30	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Kentucky	21	89	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Louisiana	22	116	Not Applicable	Not Applicable
	"Aug., 2019"	2019/08	Maine	23	41	Not Applicable	Not Applicable
