Notes	Month	Month Code	Residence State	Residence State Code	Deaths	Population	Crude Rate
	"Feb., 2020"	2020/02	Kansas	20	33	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Kentucky	21	147	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Louisiana	22	103	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Maine	23	42	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Maryland	24	207	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Massachusetts	25	190	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Michigan	26	208	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Minnesota	27	64	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Mississippi	28	39	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Missouri	29	150	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Montana	30	11	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Nebraska	31	14	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Nevada	32	52	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	New Hampshire	33	35	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	New Jersey	34	223	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	New Mexico	35	50	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	New York	36	364	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	North Carolina	37	232	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	North Dakota	38	12	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Ohio	39	353	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Oklahoma	40	46	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Oregon	41	48	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Pennsylvania	42	363	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Rhode Island	44	27	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	South Carolina	45	113	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Tennessee	47	174	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Texas	48	273	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Utah	49	44	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Virginia	51	130	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Washington	53	109	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	West Virginia	54	76	Not Applicable	Not Applicable
	"Feb., 2020"	2020/02	Wisconsin	55	134	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Alabama	1	95	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Arizona	4	199	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Arkansas	5	44	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	California	6	644	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Colorado	8	122	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Connecticut	9	110	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Delaware	10	38	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	District of Columbia	11	23	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Florida	12	605	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Georgia	13	158	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Hawaii	15	27	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Idaho	16	23	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Illinois	17	294	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Indiana	18	170	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Iowa	19	39	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Kansas	20	35	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Kentucky	21	157	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Louisiana	22	136	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Maine	23	45	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Maryland	24	234	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Massachusetts	25	190	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Michigan	26	219	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Minnesota	27	89	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Mississippi	28	47	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Missouri	29	157	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Montana	30	13	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Nebraska	31	24	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Nevada	32	49	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	New Hampshire	33	38	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	New Jersey	34	243	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	New Mexico	35	50	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	New York	36	424	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	North Carolina	37	243	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	North Dakota	38	12	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Ohio	39	379	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Oklahoma	40	70	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Oregon	41	63	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Pennsylvania	42	410	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Rhode Island	44	30	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	South Carolina	45	153	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Tennessee	47	238	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Texas	48	302	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Utah	49	38	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Vermont	50	11	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Virginia	51	151	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Washington	53	144	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	West Virginia	54	78	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Wisconsin	55	109	Not Applicable	Not Applicable
	"Mar., 2020"	2020/03	Wyoming	56	10	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Alabama	1	99	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Arizona	4	181	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Arkansas	5	49	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	California	6	704	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Colorado	8	137	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Connecticut	9	134	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Delaware	10	41	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	District of Columbia	11	49	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Florida	12	651	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Georgia	13	192	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Hawaii	15	24	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Idaho	16	17	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Illinois	17	339	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Indiana	18	211	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Iowa	19	41	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Kansas	20	31	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Kentucky	21	176	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Louisiana	22	165	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Maine	23	36	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Maryland	24	199	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Massachusetts	25	209	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Michigan	26	233	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Minnesota	27	93	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Mississippi	28	53	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Missouri	29	190	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Montana	30	22	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Nebraska	31	25	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Nevada	32	80	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	New Hampshire	33	36	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	New Jersey	34	230	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	New Mexico	35	54	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	New York	36	405	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	North Carolina	37	285	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	North Dakota	38	10	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Ohio	39	404	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Oklahoma	40	64	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Oregon	41	66	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Pennsylvania	42	479	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Rhode Island	44	32	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	South Carolina	45	145	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	South Dakota	46	12	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Tennessee	47	251	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Texas	48	346	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Utah	49	57	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Vermont	50	20	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Virginia	51	193	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Washington	53	161	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	West Virginia	54	110	Not Applicable	Not Applicable
	"Apr., 2020"	2020/04	Wisconsin	55	127	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Alabama	1	125	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Alaska	2	22	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Arizona	4	219	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Arkansas	5	51	Not Applicable	Not Applicable
	"May, 2020"	2020/05	California	6	765	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Colorado	8	146	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Connecticut	9	120	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Delaware	10	50	Not Applicable	Not Applicable
	"May, 2020"	2020/05	District of Columbia	11	49	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Florida	12	760	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Georgia	13	174	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Hawaii	15	27	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Idaho	16	27	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Illinois	17	405	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Indiana	18	253	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Iowa	19	38	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Kansas	20	46	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Kentucky	21	249	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Louisiana	22	204	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Maine	23	42	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Maryland	24	261	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Massachusetts	25	226	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Michigan	26	326	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Minnesota	27	107	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Mississippi	28	59	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Missouri	29	192	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Montana	30	12	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Nebraska	31	20	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Nevada	32	92	Not Applicable	Not Applicable
	"May, 2020"	2020/05	New Hampshire	33	43	Not Applicable	Not Applicable
	"May, 2020"	2020/05	New Jersey	34	285	Not Applicable	Not Applicable
	"May, 2020"	2020/05	New Mexico	35	71	Not Applicable	Not Applicable
	"May, 2020"	2020/05	New York	36	508	Not Applicable	Not Applicable
	"May, 2020"	2020/05	North Carolina	37	369	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Ohio	39	591	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Oklahoma	40	83	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Oregon	41	101	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Pennsylvania	42	487	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Rhode Island	44	39	Not Applicable	Not Applicable
	"May, 2020"	2020/05	South Carolina	45	171	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Tennessee	47	353	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Texas	48	374	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Utah	49	49	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Vermont	50	20	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Virginia	51	239	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Washington	53	173	Not Applicable	Not Applicable
	"May, 2020"	2020/05	West Virginia	54	164	Not Applicable	Not Applicable
	"May, 2020"	2020/05	Wisconsin	55	164	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Alabama	1	100	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Alaska	2	16	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Arizona	4	274	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Arkansas	5	52	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	California	6	760	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Colorado	8	111	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Connecticut	9	117	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Delaware	10	46	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	District of Columbia	11	34	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Florida	12	636	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Georgia	13	177	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Hawaii	15	27	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Idaho	16	24	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Illinois	17	301	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Indiana	18	205	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Iowa	19	42	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Kansas	20	41	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Kentucky	21	161	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Louisiana	22	158	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Maine	23	47	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Maryland	24	229	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Massachusetts	25	202	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Michigan	26	286	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Minnesota	27	83	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Mississippi	28	59	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Missouri	29	154	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Nebraska	31	16	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Nevada	32	64	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	New Hampshire	33	27	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	New Jersey	34	245	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	New Mexico	35	83	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	New York	36	417	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	North Carolina	37	269	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Ohio	39	524	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Oklahoma	40	64	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Oregon	41	57	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Pennsylvania	42	459	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Rhode Island	44	28	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	South Carolina	45	167	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Tennessee	47	307	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Texas	48	368	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Utah	49	51	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Vermont	50	10	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Virginia	51	188	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Washington	53	155	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	West Virginia	54	127	Not Applicable	Not Applicable
	"Jun., 2020"	2020/06	Wisconsin	55	139	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Alabama	1	82	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Alaska	2	13	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Arizona	4	315	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Arkansas	5	54	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	California	6	874	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Colorado	8	147	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Connecticut	9	138	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Delaware	10	38	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	District of Columbia	11	28	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Florida	12	655	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Georgia	13	192	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Hawaii	15	24	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Idaho	16	29	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Illinois	17	296	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Indiana	18	220	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Iowa	19	33	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Kansas	20	58	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Kentucky	21	190	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Louisiana	22	177	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Maine	23	41	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Maryland	24	230	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Massachusetts	25	213	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Michigan	26	241	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Minnesota	27	81	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Mississippi	28	49	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Missouri	29	158	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Montana	30	13	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Nebraska	31	11	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Nevada	32	81	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	New Hampshire	33	39	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	New Jersey	34	223	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	New Mexico	35	68	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	New York	36	451	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	North Carolina	37	290	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Ohio	39	484	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Oklahoma	40	73	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Oregon	41	69	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Pennsylvania	42	481	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Rhode Island	44	41	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	South Carolina	45	155	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Tennessee	47	278	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Texas	48	415	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Utah	49	78	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Vermont	50	17	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Virginia	51	209	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Washington	53	151	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	West Virginia	54	115	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Wisconsin	55	133	Not Applicable	Not Applicable
	"Jul., 2020"	2020/07	Wyoming	56	10	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Alabama	1	87	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Alaska	2	12	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Arizona	4	281	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Arkansas	5	42	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	California	6	976	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Colorado	8	155	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Connecticut	9	92	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Delaware	10	42	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	District of Columbia	11	45	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Florida	12	631	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Georgia	13	164	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Hawaii	15	20	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Idaho	16	21	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Illinois	17	295	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Indiana	18	179	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Iowa	19	28	Not Applicable	Not Applicable
	"Aug., 2020"	2020/08	Kansas	20	42	Not Applicable	Not Applicable
